Количество дней со среднесуточной температурой ниже 0°С_в следующем месяце,Сумма максимальных температур,Количество дней со среднесуточной температурой выше 0°С_в следующем месяце,Среднее изменение суточного количества осадков_6 месяцев назад,Количество дней со среднесуточной температурой ниже 0°С_1 месяц назад,Сумма квадратов положительных температур_2 месяца назад,mean_temp_amplitude_3 месяца назад,Сумма максимальных температур_в следующем месяце,Минимальная температура_1 месяц назад,Сумма квадратов отрицательных температур_5 месяца назад,Средняя температура,Сумма минимальных температур,mean_temp_amplitude_2 месяца назад,mean_temp_amplitude,Сумма квадратов среднесуточных температур_5 месяца назад,Сумма максимальных температур_1 месяц назад,Сумма квадратов отрицательных температур_1 месяц назад,Сумма отрицательных температур_в следующем месяце,Сумма квадратов положительных температур_в следующем месяце,Сумма квадратов положительных температур_1 месяц назад,Сумма отрицательных температур_1 месяц назад,Максимальная температура_1 месяц назад,Количество дней с суточными осадками более 10 мм_2 месяца назад,Сумма квадратов среднесуточных температур_1 месяц назад,mean_temp_amplitude_5 месяца назад,Сумма квадратов отрицательных температур_в следующем месяце,Максимальная температура,Сумма отрицательных температур,Минимальная температура_в следующем месяце,Сумма минимальных температур_1 месяц назад,Сумма квадратов отрицательных температур,Сумма квадратов среднесуточных температур,Среднее изменение суточного количества осадков_4 месяца назад,Сумма положительных температур,Сумма положительных температур_2 месяца назад,Максимальное количество осадков_2 месяца назад,Среднее изменение суточного количества осадков_2 месяца назад,Количество дней с суточными осадками более 1 мм_6 месяцев назад,Среднее изменение суточного количества осадков_в следующем месяце,ij_1,Среднее изменение суточного количества осадков_3 месяца назад,Количество дней со среднесуточной температурой выше 0°С_2 месяца назад,Количество дней с среднесуточной отрицательной температурой и наличием осадков_в следующем месяце,Средняя температура_в следующем месяце,Сумма положительных температур_в следующем месяце,mean_temp_amplitude_1 месяц назад,Среднее изменение суточного количества осадков_7 месяцев назад,Сумма осадков_7 месяцев назад,Сумма минимальных температур_в следующем месяце,Минимальная температура,Сумма положительных температур_1 месяц назад,Разница между максимальной и минимальной температурой _в следующем месяце,Количество дней с среднесуточной отрицательной температурой и наличием осадков_3 месяца назад,Разница между максимальной и минимальной температурой _5 месяца назад,Количество дней с суточными осадками более 10 мм_7 месяцев назад,Максимальная температура_в следующем месяце,mean_temp_amplitude_6 месяцев назад,Сумма квадратов суточного количества осадков_4 месяца назад,Сумма квадратов среднесуточных температур_6 месяцев назад,Количество дней со среднесуточной температурой ниже 0°С_4 месяца назад,Разница между максимальной и минимальной температурой _6 месяцев назад,Средняя температура_1 месяц назад
31.0,-110.2,4.0,-0.0172413793103447,28.0,793.0799999999999,7.106666666666667,-183.4,-10.776666666666667,0.0,-6.835483870967742,-327.6,3.94516129032258,7.012903225806451,9083.680000000002,-145.5,2629.7200000000003,-285.49999999999994,0.0,4.140000000000001,-225.0,-4.85,1.0,2633.86,9.251612903225809,3896.09,-3.55483870967742,-212.60000000000005,-12.577419354838709,-323.3,2780.62,2780.83,0.1166666666666666,0.7,121.6,10.3,0.0199999999999999,12.0,0.0066666666666666,0.0,0.0275862068965515,28.0,23.0,-9.209677419354838,0.0,5.926666666666667,-0.07,15.0,-389.9,-10.567741935483872,3.0,31.1,0.0,28.3,0.0,-5.916129032258064,7.526666666666667,1323.29,3837.05,2.0,33.4,-7.4
29.0,-183.4,3.0,-0.0133333333333333,31.0,4.140000000000001,3.94516129032258,-303.6,-10.567741935483872,0.0,-9.209677419354838,-389.9,5.926666666666667,6.661290322580645,4878.490000000001,-110.2,2780.62,-421.0,0.0,0.21,-212.60000000000005,-3.55483870967742,0.0,2780.83,8.425806451612903,8331.900000000001,-5.916129032258064,-285.49999999999994,-18.46206896551724,-327.6,3896.09,3896.0900000000006,0.0275862068965515,0.0,3.0,9.4,0.1,14.0,-0.0714285714285714,0.0,0.0199999999999999,5.0,19.0,-14.517241379310343,0.0,7.012903225806451,-0.0172413793103447,73.2,-535.4,-12.577419354838709,0.7,38.8,4.0,28.4,2.0,-10.46896551724138,9.251612903225809,508.25,9083.680000000002,6.0,28.3,-6.835483870967742
29.0,-303.6,5.0,0.1166666666666666,31.0,0.21,5.926666666666667,-243.8,-12.577419354838709,0.0,-14.517241379310343,-535.4,7.012903225806451,7.993103448275861,1674.4,-183.4,3896.09,-413.4000000000001,40.77,0.0,-285.49999999999994,-5.916129032258064,1.0,3896.0900000000006,7.106666666666667,7472.519999999999,-10.46896551724138,-421.0,-18.19032258064516,-389.9,8331.900000000001,8331.9,0.0199999999999999,0.0,0.7,12.5,0.0866666666666666,18.0,0.0033333333333333,0.0,0.1,12.0,17.0,-12.996774193548386,10.5,6.661290322580645,-0.0133333333333333,85.39999999999999,-563.9,-18.46206896551724,0.0,42.1,19.0,20.4,3.0,-7.864516129032259,8.425806451612903,180.44000000000003,4878.490000000001,10.0,28.4,-9.209677419354838
29.0,-243.8,12.0,0.0275862068965515,29.0,0.0,7.012903225806451,-104.3,-18.46206896551724,35.09,-12.996774193548386,-563.9,6.661290322580645,10.325806451612904,828.17,-303.6,8331.900000000001,-232.0,8.83,0.0,-421.0,-10.46896551724138,0.0,8331.9,3.94516129032258,3320.42,-7.864516129032259,-413.4000000000001,-11.88,-535.4,7472.519999999999,7513.29,0.1,10.5,0.0,3.1,0.0066666666666666,12.0,0.0689655172413794,0.0,0.0866666666666666,4.0,8.0,-7.55,5.499999999999999,7.993103448275861,0.1166666666666666,119.3,-356.4,-18.19032258064516,0.0,33.7,25.0,18.2,5.0,-3.4766666666666666,7.106666666666667,234.54,1674.4,28.0,20.4,-14.517241379310343
30.0,-104.3,22.0,0.0199999999999999,29.0,0.0,6.661290322580645,64.2,-18.19032258064516,2629.7200000000003,-7.55,-356.4,7.993103448275861,8.403333333333332,2633.86,-243.8,7472.519999999999,-56.3,50.81000000000001,40.77,-413.4000000000001,-7.864516129032259,0.0,7513.29,5.926666666666667,269.5300000000001,-3.4766666666666666,-232.0,-3.735483870967742,-563.9,3320.42,3329.2499999999995,0.0866666666666666,5.499999999999999,0.0,4.0,-0.0714285714285714,7.0,-0.0233333333333333,0.0,0.0066666666666666,3.0,5.0,-1.1225806451612903,21.5,10.325806451612904,0.0275862068965515,63.3,-115.8,-11.88,10.5,22.8,23.0,28.3,1.0,2.070967741935484,3.94516129032258,307.67999999999995,828.17,31.0,18.2,-12.996774193548386
10.0,64.2,30.0,0.1,29.0,40.77,7.993103448275861,421.5,-11.88,2780.62,-1.1225806451612903,-115.8,10.325806451612904,5.806451612903226,2780.83,-104.3,3320.42,-0.8,3932.31,8.83,-232.0,-3.4766666666666666,0.0,3329.2499999999995,7.012903225806451,0.6400000000000001,2.070967741935484,-56.3,4.986666666666666,-356.4,269.5300000000001,320.34,0.0066666666666666,21.5,10.5,7.8,0.0033333333333333,9.0,-6.125368411725002e-17,1.0,-0.0714285714285714,5.0,0.0,9.036666666666669,271.9,8.403333333333332,0.0199999999999999,36.2,149.6,-3.735483870967742,5.499999999999999,32.5,19.0,31.3,1.0,14.05,5.926666666666667,22.17,2633.86,31.0,28.3,-7.55
0.0,421.5,31.0,0.0866666666666666,30.0,8.83,10.325806451612904,659.2,-3.735483870967742,3896.09,9.036666666666669,149.6,8.403333333333332,9.063333333333333,3896.0900000000006,64.2,269.5300000000001,0.0,8399.680000000002,50.81000000000001,-56.3,2.070967741935484,0.0,320.34,6.661290322580645,0.0,14.05,-0.8,11.574193548387097,-115.8,0.6400000000000001,3932.9500000000007,-0.0714285714285714,271.9,5.499999999999999,9.1,0.0689655172413794,14.0,0.02,0.0,0.0033333333333333,12.0,0.0,15.941935483870967,494.1999999999999,5.806451612903226,0.1,44.2,358.8,4.986666666666666,21.5,26.1,17.0,31.1,0.0,21.26451612903226,7.012903225806451,70.59,2780.83,29.0,31.3,-1.1225806451612903
0.0,659.2,31.0,0.0066666666666666,10.0,50.81000000000001,8.403333333333332,413.2,4.986666666666666,8331.900000000001,15.941935483870967,358.8,5.806451612903226,9.69032258064516,8331.9,421.5,0.6400000000000001,0.0,3040.42,3932.31,-0.8,14.05,0.0,3932.9500000000007,7.993103448275861,0.0,21.26451612903226,0.0,6.699999999999999,149.6,0.0,8399.680000000002,0.0033333333333333,494.1999999999999,21.5,7.6,-0.0233333333333333,5.0,-0.0633333333333334,0.0,0.0689655172413794,22.0,0.0,9.696774193548388,300.6,9.063333333333333,0.0866666666666666,60.2,207.7,11.574193548387097,271.9,18.6,8.0,38.8,1.0,13.329032258064515,6.661290322580645,111.4,3896.0900000000006,29.0,31.1,9.036666666666669
1.0,413.2,30.0,-0.0714285714285714,0.0,3932.31,5.806451612903226,250.0,11.574193548387097,7472.519999999999,9.696774193548388,207.7,9.063333333333333,6.629032258064516,7513.29,659.2,0.0,0.0,1138.3100000000002,8399.680000000002,0.0,21.26451612903226,1.0,8399.680000000002,10.325806451612904,0.0,13.329032258064515,0.0,3.82,358.8,0.0,3040.42,0.0689655172413794,300.6,271.9,14.0,-6.125368411725002e-17,10.0,-0.6448275862068964,0.0,-0.0233333333333333,30.0,0.0,5.736666666666666,172.10000000000002,9.69032258064516,0.0066666666666666,16.7,114.6,6.699999999999999,494.1999999999999,17.799999999999997,5.0,42.1,0.0,8.333333333333334,7.993103448275861,128.36,8331.9,29.0,38.8,15.941935483870967
10.0,250.0,28.0,0.0033333333333333,0.0,8399.680000000002,9.063333333333333,117.7,6.699999999999999,3320.42,5.736666666666666,114.6,9.69032258064516,4.513333333333334,3329.2499999999995,413.2,0.0,-9.5,258.1,3040.42,0.0,13.329032258064515,0.0,3040.42,8.403333333333332,23.39,8.333333333333334,0.0,0.0483870967741935,207.7,0.0,1138.3100000000002,-0.0233333333333333,172.10000000000002,494.1999999999999,10.0,0.02,6.0,-0.0899999999999999,0.0,-6.125368411725002e-17,31.0,2.0,2.061290322580645,73.39999999999999,6.629032258064516,-0.0714285714285714,27.9,1.4999999999999984,3.82,300.6,16.0,0.0,33.7,0.0,3.796774193548387,10.325806451612904,110.93,7513.29,30.0,42.1,9.696774193548388
26.0,117.7,10.0,0.0689655172413794,1.0,3040.42,9.69032258064516,-129.0,3.82,269.5300000000001,2.061290322580645,1.4999999999999984,6.629032258064516,3.7483870967741937,320.34,250.0,0.0,-205.2,3.39,1138.3100000000002,0.0,8.333333333333334,1.0,1138.3100000000002,5.806451612903226,3350.38,3.796774193548387,-9.5,-9.36,114.6,23.39,281.48999999999995,-6.125368411725002e-17,73.39999999999999,300.6,12.9,-0.0633333333333334,5.0,-0.0137931034482759,0.0,0.02,31.0,15.0,-6.703333333333333,4.1000000000000005,4.513333333333334,0.0033333333333333,27.6,-280.8,0.0483870967741935,172.10000000000002,33.6,0.0,22.8,0.0,-4.3,8.403333333333332,228.96,3329.2499999999995,10.0,33.7,5.736666666666666
31.0,-129.0,10.0,-0.0233333333333333,10.0,1138.3100000000002,6.629032258064516,-89.7,0.0483870967741935,0.6400000000000001,-6.703333333333333,-280.8,4.513333333333334,5.0600000000000005,3932.9500000000007,117.7,23.39,-179.1,0.01,258.1,-9.5,3.796774193548387,2.0,281.48999999999995,9.063333333333333,1614.65,-4.3,-205.2,-9.325806451612904,1.4999999999999984,3350.38,3353.77,0.02,4.1000000000000005,172.10000000000002,22.4,-0.6448275862068964,8.0,-0.1266666666666666,0.0,-0.0633333333333334,30.0,22.0,-5.774193548387097,0.1,3.7483870967741937,0.0689655172413794,25.6,-289.1,-9.36,73.39999999999999,29.7,0.0,32.5,0.0,-2.893548387096774,5.806451612903226,313.69000000000005,320.34,0.0,22.8,2.061290322580645
31.0,-89.7,0.0,-6.125368411725002e-17,26.0,258.1,4.513333333333334,-445.9,-9.36,0.0,-5.774193548387097,-289.1,3.7483870967741937,6.432258064516129,8399.680000000002,-129.0,3350.38,-570.7,0.0,3.39,-205.2,-4.3,2.0,3353.77,9.69032258064516,12016.37,-2.893548387096774,-179.1,-22.60322580645161,-280.8,1614.65,1614.66,-0.0633333333333334,0.1,73.39999999999999,11.5,-0.0899999999999999,4.0,-0.1999999999999999,0.0,-0.6448275862068964,28.0,19.0,-18.40967741935484,0.0,5.0600000000000005,-0.0233333333333333,27.1,-700.7,-9.325806451612904,4.1000000000000005,32.9,0.0,26.1,0.0,-14.383870967741936,9.063333333333333,238.17,3932.9500000000007,0.0,32.5,-6.703333333333333
28.0,-445.9,0.0,0.02,31.0,3.39,3.7483870967741937,-384.1,-9.325806451612904,0.0,-18.40967741935484,-700.7,5.0600000000000005,8.219354838709679,3040.42,-89.7,1614.65,-515.9000000000001,0.0,0.01,-179.1,-2.893548387096774,0.0,1614.66,6.629032258064516,12072.009999999998,-14.383870967741936,-570.7,-23.067857142857143,-289.1,12016.37,12016.37,-0.6448275862068964,0.0,4.1000000000000005,7.3,-0.0137931034482759,11.0,0.0074074074074073,0.0,-0.0899999999999999,10.0,18.0,-18.425,0.0,6.432258064516129,-6.125368411725002e-17,26.6,-645.9,-22.60322580645161,0.1,39.1,2.0,18.6,1.0,-13.717857142857143,9.69032258064516,868.33,8399.680000000002,1.0,26.1,-5.774193548387097
31.0,-384.1,1.0,-0.0633333333333334,31.0,0.01,5.0600000000000005,-168.6,-22.60322580645161,0.0,-18.425,-645.9,6.432258064516129,9.35,1138.3100000000002,-445.9,12016.37,-292.6000000000001,0.01,0.0,-570.7,-14.383870967741936,0.0,12016.37,4.513333333333334,3645.979999999999,-13.717857142857143,-515.9000000000001,-14.183870967741935,-700.7,12072.009999999998,12072.01,-0.0899999999999999,0.0,0.1,5.6,-0.1266666666666666,9.0,0.0833333333333333,0.0,-0.0137931034482759,10.0,21.0,-9.435483870967742,0.1,8.219354838709679,0.02,51.9,-439.7,-23.067857142857143,0.0,30.4,15.0,17.799999999999997,0.0,-5.438709677419355,6.629032258064516,384.79,3040.42,10.0,18.6,-18.40967741935484
30.0,-168.6,10.0,-0.6448275862068964,28.0,0.0,6.432258064516129,-61.7,-23.067857142857143,23.39,-9.435483870967742,-439.7,8.219354838709679,8.745161290322581,281.48999999999995,-384.1,12072.009999999998,-222.3,4.04,0.0,-515.9000000000001,-13.717857142857143,0.0,12072.01,3.7483870967741937,2400.85,-5.438709677419355,-292.6000000000001,-12.826666666666666,-645.9,3645.979999999999,3645.99,-0.0137931034482759,0.1,0.0,6.2,-0.1999999999999999,16.0,-0.1034482758620689,0.0,-0.1266666666666666,0.0,19.0,-7.336666666666667,2.2,9.35,-0.0633333333333334,40.9,-384.8,-14.183870967741935,0.0,32.1,22.0,16.0,1.0,-2.056666666666666,4.513333333333334,196.29,1138.3100000000002,26.0,17.799999999999997,-18.425
25.0,-61.7,21.0,-0.0899999999999999,31.0,0.0,8.219354838709679,61.4,-14.183870967741935,3350.38,-7.336666666666667,-384.8,9.35,10.77,3353.77,-168.6,3645.979999999999,-80.7,93.29,0.01,-292.6000000000001,-5.438709677419355,0.0,3645.99,5.0600000000000005,653.0300000000002,-2.056666666666666,-222.3,-5.061290322580645,-439.7,2400.85,2404.8900000000003,-0.1266666666666666,2.2,0.0,8.1,0.0074074074074073,16.0,0.0033333333333332,1.0,-0.1999999999999999,0.0,10.0,-1.6451612903225807,29.7,8.745161290322581,-0.6448275862068964,87.3,-156.9,-12.826666666666666,0.1,31.3,19.0,33.6,2.0,1.9806451612903224,3.7483870967741937,190.48,281.48999999999995,31.0,16.0,-9.435483870967742
3.0,61.4,30.0,-0.0137931034482759,30.0,0.01,9.35,396.9,-12.826666666666666,1614.65,-1.6451612903225807,-156.9,8.745161290322581,7.041935483870968,1614.66,-61.7,2400.85,0.0,3172.01,4.04,-222.3,-2.056666666666666,0.0,2404.8900000000003,6.432258064516129,0.0,1.9806451612903224,-80.7,5.069999999999999,-384.8,653.0300000000002,746.3199999999999,-0.1999999999999999,29.7,0.1,3.2,0.0833333333333333,10.0,-0.2137931034482759,0.0,0.0074074074074073,1.0,0.0,8.67,260.1,10.77,-0.0899999999999999,64.7,152.1,-5.061290322580645,2.2,27.3,18.0,29.7,2.0,13.23,5.0600000000000005,121.85,3353.77,31.0,33.6,-7.336666666666667
0.0,396.9,31.0,-0.1266666666666666,25.0,4.04,8.745161290322581,573.3,-5.061290322580645,12016.37,8.67,152.1,10.77,8.16,12016.37,61.4,653.0300000000002,0.0,5988.19,93.29,-80.7,1.9806451612903224,0.0,746.3199999999999,8.219354838709679,0.0,13.23,0.0,8.009677419354839,-156.9,0.0,3172.01,0.0074074074074073,260.1,2.2,3.9,-0.1034482758620689,12.0,-0.0666666666666667,0.0,0.0833333333333333,10.0,0.0,12.906451612903227,400.1000000000001,7.041935483870968,-0.0137931034482759,45.5,248.3,5.069999999999999,29.7,27.2,21.0,32.9,0.0,18.493548387096773,6.432258064516129,142.76,1614.66,28.0,29.7,-1.6451612903225807
0.0,573.3,31.0,-0.1999999999999999,3.0,93.29,10.77,438.1,5.069999999999999,12072.009999999998,12.906451612903227,248.3,7.041935483870968,10.483870967741936,12072.01,396.9,0.0,0.0,3694.2,3172.01,0.0,13.23,0.0,3172.01,9.35,0.0,18.493548387096773,0.0,7.706451612903226,152.1,0.0,5988.19,0.0833333333333333,400.1000000000001,29.7,6.9,0.0033333333333332,9.0,-1.1842378929335003e-16,0.0,-0.1034482758620689,21.0,0.0,10.387096774193548,321.99999999999994,8.16,-0.1266666666666666,51.6,238.9,8.009677419354839,260.1,23.2,19.0,39.1,0.0,14.13225806451613,8.219354838709679,81.45,12016.37,31.0,32.9,8.67
4.0,438.1,30.0,0.0074074074074073,0.0,3172.01,7.041935483870968,358.7,8.009677419354839,3645.979999999999,10.387096774193548,238.9,8.16,6.425806451612904,3645.99,573.3,0.0,0.0,2679.07,5988.19,0.0,18.493548387096773,1.0,5988.19,8.745161290322581,0.0,14.13225806451613,0.0,5.13,248.3,0.0,3694.2,-0.1034482758620689,321.99999999999994,260.1,21.0,-0.2137931034482759,6.0,0.1793103448275861,0.0,0.0033333333333332,30.0,0.0,8.183333333333334,245.50000000000009,10.483870967741936,-0.1999999999999999,33.5,153.9,7.706451612903226,400.1000000000001,26.1,10.0,30.4,0.0,11.956666666666669,9.35,41.66,12072.01,30.0,39.1,12.906451612903227
18.0,358.7,26.0,0.0833333333333333,0.0,5988.19,8.16,44.0,7.706451612903226,2400.85,8.183333333333334,153.9,10.483870967741936,6.826666666666667,2404.8900000000003,438.1,0.0,-35.5,51.02,3694.2,0.0,14.13225806451613,0.0,3694.2,10.77,159.20999999999998,11.956666666666669,0.0,-2.193548387096774,238.9,0.0,2679.07,0.0033333333333332,245.50000000000009,400.1000000000001,7.7,-0.0666666666666667,14.0,0.09,0.0,-0.2137931034482759,31.0,8.0,-0.3516129032258065,24.6,6.425806451612904,0.0074074074074073,29.0,-68.0,5.13,321.99999999999994,14.7,0.0,32.1,0.0,1.4193548387096775,8.745161290322581,104.28000000000002,3645.99,25.0,30.4,10.387096774193548
28.0,44.0,4.0,-0.1034482758620689,4.0,3694.2,10.483870967741936,-197.1,5.13,653.0300000000002,-0.3516129032258065,-68.0,6.425806451612904,3.612903225806452,746.3199999999999,358.7,0.0,-269.7,5.630000000000001,2679.07,0.0,11.956666666666669,2.0,2679.07,7.041935483870968,5085.949999999999,1.4193548387096775,-35.5,-11.406666666666666,153.9,159.20999999999998,210.23,-0.2137931034482759,24.6,321.99999999999994,17.6,-1.1842378929335003e-16,6.0,-0.0103448275862069,0.0,-0.0666666666666667,31.0,17.0,-8.860000000000001,3.9,6.826666666666667,0.0833333333333333,36.7,-342.2,-2.193548387096774,245.50000000000009,36.900000000000006,0.0,31.3,0.0,-6.569999999999999,10.77,623.2900000000001,2404.8900000000003,3.0,32.1,8.183333333333334
31.0,-197.1,1.0,0.0033333333333332,18.0,2679.07,6.425806451612904,-526.6,-2.193548387096774,0.0,-8.860000000000001,-342.2,6.826666666666667,4.836666666666667,3172.01,44.0,159.20999999999998,-670.5,0.0,51.02,-35.5,1.4193548387096775,1.0,210.23,8.16,18654.590000000004,-6.569999999999999,-269.7,-26.90967741935484,-68.0,5085.949999999999,5091.579999999999,-0.0666666666666667,3.9,245.50000000000009,10.8,0.1793103448275861,9.0,-0.0899999999999999,0.0,-1.1842378929335003e-16,30.0,14.0,-21.62903225806452,0.0,3.612903225806452,-0.1034482758620689,20.6,-834.2,-11.406666666666666,24.6,46.2,0.0,27.3,0.0,-16.98709677419355,7.041935483870968,109.05,746.3199999999999,0.0,31.3,-0.3516129032258065
31.0,-526.6,0.0,-0.2137931034482759,28.0,51.02,6.826666666666667,-446.6,-11.406666666666666,0.0,-21.62903225806452,-834.2,3.612903225806452,9.922580645161291,5988.19,-197.1,5085.949999999999,-573.0,0.0,5.630000000000001,-269.7,-6.569999999999999,0.0,5091.579999999999,10.483870967741936,12938.22,-16.98709677419355,-670.5,-22.432258064516127,-342.2,18654.590000000004,18654.590000000004,-1.1842378929335003e-16,0.0,24.6,5.5,0.09,9.0,0.0066666666666666,0.0,0.1793103448275861,26.0,18.0,-18.483870967741936,0.0,4.836666666666667,0.0033333333333332,31.2,-695.4,-26.90967741935484,3.9,37.3,0.0,27.2,0.0,-14.406451612903227,8.16,600.18,3172.01,0.0,27.3,-8.860000000000001
28.0,-446.6,0.0,-0.0666666666666667,31.0,5.630000000000001,3.612903225806452,-511.3,-26.90967741935484,0.0,-18.483870967741936,-695.4,4.836666666666667,8.025806451612903,3694.2,-526.6,18654.590000000004,-618.1,0.0,0.0,-670.5,-16.98709677419355,0.0,18654.590000000004,6.425806451612904,15765.81,-14.406451612903227,-573.0,-25.767857142857142,-834.2,12938.22,12938.22,0.1793103448275861,0.0,3.9,3.0,-0.0103448275862069,6.0,-1.4391779948844618e-17,0.0,0.09,4.0,18.0,-22.075,0.0,9.922580645161291,-0.2137931034482759,56.7,-721.5,-22.432258064516127,0.0,38.9,8.0,23.2,1.0,-18.26071428571429,10.483870967741936,408.33,5988.19,4.0,27.2,-21.62903225806452
31.0,-511.3,0.0,-1.1842378929335003e-16,31.0,0.0,4.836666666666667,-262.8,-22.432258064516127,0.0,-22.075,-721.5,9.922580645161291,7.507142857142857,2679.07,-446.6,12938.22,-407.3,0.0,0.0,-573.0,-14.406451612903227,0.0,12938.22,6.826666666666667,6373.410000000001,-18.26071428571429,-618.1,-18.125806451612902,-695.4,15765.81,15765.81,0.09,0.0,0.0,6.1,-0.0899999999999999,15.0,-0.1266666666666666,0.0,-0.0103448275862069,1.0,20.0,-13.138709677419357,0.0,8.025806451612903,-0.0666666666666667,25.5,-561.9,-25.767857142857142,0.0,29.9,17.0,26.1,0.0,-8.47741935483871,6.425806451612904,206.13,3694.2,18.0,23.2,-18.483870967741936
27.0,-262.8,19.0,0.1793103448275861,28.0,0.0,9.922580645161291,42.6,-25.767857142857142,159.20999999999998,-13.138709677419357,-561.9,8.025806451612903,9.648387096774194,210.23,-511.3,15765.81,-86.3,72.98999999999998,0.0,-618.1,-18.26071428571429,0.0,15765.81,3.612903225806452,496.43000000000006,-8.47741935483871,-407.3,-5.513333333333334,-721.5,6373.410000000001,6373.41,-0.0103448275862069,0.0,0.0,3.6,0.0066666666666666,16.0,-7.656710514656252e-18,0.0,-0.0899999999999999,0.0,15.0,-2.1666666666666665,21.3,7.507142857142857,-1.1842378929335003e-16,72.4,-165.4,-18.125806451612902,0.0,25.4,14.0,14.7,2.0,1.4200000000000002,6.826666666666667,33.34,2679.07,28.0,26.1,-22.075
21.0,42.6,31.0,0.09,31.0,0.0,8.025806451612903,288.7,-18.125806451612902,5085.949999999999,-2.1666666666666665,-165.4,7.507142857142857,6.933333333333334,5091.579999999999,-262.8,6373.410000000001,-7.6,1241.2900000000002,0.0,-407.3,-8.47741935483871,0.0,6373.41,4.836666666666667,12.12,1.4200000000000002,-86.3,0.1225806451612903,-561.9,496.43000000000006,569.42,-0.0899999999999999,21.3,0.0,1.7,-1.4391779948844618e-17,17.0,-0.0099999999999999,1.0,0.0066666666666666,0.0,5.0,4.183870967741935,137.3,9.648387096774194,0.1793103448275861,70.9,3.8000000000000007,-5.513333333333334,0.0,34.0,18.0,36.900000000000006,1.0,9.312903225806451,3.612903225806452,93.70000000000002,210.23,31.0,14.7,-13.138709677419357
0.0,288.7,30.0,-0.0103448275862069,27.0,0.0,7.507142857142857,370.4,-5.513333333333334,18654.590000000004,4.183870967741935,3.8000000000000007,9.648387096774194,9.19032258064516,18654.590000000004,42.6,496.43000000000006,0.0,2179.54,72.98999999999998,-86.3,1.4200000000000002,0.0,569.42,9.922580645161291,0.0,9.312903225806451,-7.6,3.8866666666666654,-165.4,12.12,1253.41,0.0066666666666666,137.3,0.0,4.9,-0.1266666666666666,7.0,-0.1172413793103449,0.0,-1.4391779948844618e-17,0.0,0.0,7.446666666666667,223.40000000000003,6.933333333333334,0.09,58.1,116.6,0.1225806451612903,21.3,26.1,18.0,46.2,0.0,12.346666666666666,4.836666666666667,54.82,5091.579999999999,31.0,36.900000000000006,-2.1666666666666665
0.0,370.4,31.0,-0.0899999999999999,21.0,72.98999999999998,9.648387096774194,609.7,0.1225806451612903,12938.22,7.446666666666667,116.6,6.933333333333334,8.46,12938.22,288.7,12.12,0.0,5751.31,1241.2900000000002,-7.6,9.312903225806451,0.0,1253.41,8.025806451612903,0.0,12.346666666666666,0.0,8.716129032258063,3.8000000000000007,0.0,2179.54,-1.4391779948844618e-17,223.40000000000003,21.3,7.7,-7.656710514656252e-18,9.0,0.0,0.0,-0.1266666666666666,19.0,0.0,12.970967741935484,402.0999999999999,9.19032258064516,-0.0103448275862069,21.4,270.2,3.8866666666666654,137.3,27.4,20.0,37.3,0.0,19.66774193548387,9.922580645161291,9.6,18654.590000000004,28.0,46.2,4.183870967741935
0.0,609.7,31.0,0.0066666666666666,0.0,1241.2900000000002,6.933333333333334,449.1,3.8866666666666654,15765.81,12.970967741935484,270.2,9.19032258064516,10.951612903225806,15765.81,370.4,0.0,0.0,4052.260000000001,2179.54,0.0,12.346666666666666,0.0,2179.54,7.507142857142857,0.0,19.66774193548387,0.0,6.612903225806452,116.6,0.0,5751.31,-0.1266666666666666,402.0999999999999,137.3,9.3,-0.0099999999999999,9.0,-0.05,0.0,-7.656710514656252e-18,31.0,0.0,9.90967741935484,307.20000000000005,8.46,-0.0899999999999999,28.2,205.0,8.716129032258063,223.40000000000003,28.5,15.0,38.9,0.0,14.48709677419355,8.025806451612903,102.72,12938.22,31.0,37.3,7.446666666666667
1.0,449.1,30.0,-1.4391779948844618e-17,0.0,2179.54,9.19032258064516,234.1,8.716129032258063,6373.410000000001,9.90967741935484,205.0,8.46,7.874193548387097,6373.41,609.7,0.0,0.0,865.6900000000002,5751.31,0.0,19.66774193548387,1.0,5751.31,9.648387096774194,0.0,14.48709677419355,0.0,2.74,270.2,0.0,4052.26,-7.656710514656252e-18,307.20000000000005,223.40000000000003,17.7,-0.1172413793103449,4.0,0.0310344827586206,0.0,-0.0099999999999999,30.0,0.0,4.89,146.7,10.951612903225806,0.0066666666666666,24.8,82.2,6.612903225806452,402.0999999999999,17.1,5.0,29.9,0.0,7.803333333333333,7.507142857142857,155.56999999999996,15765.81,27.0,38.9,12.970967741935484
14.0,234.1,26.0,-0.1266666666666666,0.0,5751.31,8.46,103.8,6.612903225806452,496.43000000000006,4.89,82.2,10.951612903225806,5.0633333333333335,569.42,449.1,0.0,-17.9,341.00999999999993,4052.260000000001,0.0,14.48709677419355,2.0,4052.26,6.933333333333334,56.33,7.803333333333333,0.0,0.0290322580645161,205.0,0.0,865.69,-0.0099999999999999,146.7,402.0999999999999,17.8,0.0,12.0,-1.1102230246251563e-16,0.0,-0.1172413793103449,31.0,6.0,1.729032258064516,71.49999999999999,7.874193548387097,-1.4391779948844618e-17,10.6,0.9000000000000004,2.74,307.20000000000005,18.4,0.0,25.4,0.0,3.3483870967741933,9.648387096774194,154.04000000000002,6373.41,21.0,29.9,9.90967741935484
